weather_cloudy,weather_light snow/rain,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,dayofweek_Monday,dayofweek_Saturday,dayofweek_Sunday,dayofweek_Thursday,dayofweek_Tuesday,dayofweek_Wednesday,hr,temperature,relative-humidity,windspeed,year,log_total_users
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.10662285599650764,-1.906158361956041,-1.2567812736128086,1.5643476829840417,-1.0138768406803491,6.366470447731438
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.10662285599650764,-0.23078240277415152,0.47771354792142506,-0.43312804728418175,0.9863130903837957,8.501267040865978
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1225613093138054,-0.9602818979160812,-0.5209349856891943,1.5643476829840417,0.9863130903837957,5.187385805840755
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.489851856359246,0.60999667637248,1.3186807341198414,-0.8326231933378264,0.9863130903837957,6.551080335043404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7641815325611762,1.3394961715144098,-1.3619021718876108,0.6321923421922041,-1.0138768406803491,8.81358720447004
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.489851856359246,1.3394961715144098,0.37259264964662303,0.6321923421922041,-1.0138768406803491,7.653969180478774
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.199583726840018,-0.23078240277415152,1.9494061237686537,1.0316874882458489,-1.0138768406803491,7.255591274253665
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9093155973207901,1.759885711087725,-1.1516603753380066,-0.43312804728418175,-1.0138768406803491,8.779249716229046
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9093155973207901,1.2343987866210806,0.5828344461962272,-0.8326231933378264,-1.0138768406803491,8.789812386190972
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3968909855157356,-0.12568501788082245,-0.4158140874143919,-0.43312804728418175,0.9863130903837957,8.398860004454372
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.10662285599650764,-0.8551845130227521,0.9507575901580343,-0.6994581446532783,0.9863130903837957,7.268920128193722
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.344717791599632,1.2343987866210806,0.16235085309701894,0.36586224482310764,0.9863130903837957,8.432506383249043
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.4128294388330334,-0.7500871281294231,1.2661202849824404,-0.6994581446532783,0.9863130903837957,6.212606095751519
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63498592111886,-0.7500871281294231,0.16235085309701894,0.6321923421922041,-1.0138768406803491,6.771935555839602
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47391340304194823,1.5496909413010669,-0.2055722908647882,1.0316874882458489,-1.0138768406803491,8.249575150000199
